id,title,short_title,api_uri,first_name,middle_name,last_name,suffix,date_of_birth,gender,party,leadership_role,twitter_account,facebook_account,youtube_account,govtrack_id,cspan_id,votesmart_id,icpsr_id,crp_id,google_entity_id,fec_candidate_id,url,rss_url,contact_form,in_office,dw_nominate,seniority,next_election,total_votes,missed_votes,total_present,last_updated,ocd_id,office,phone,fax,state,missed_votes_pct,votes_with_party_pct,congress,chamber
F000459,Representative,Rep.,https://api.propublica.org/congress/v1/members/F000459.json,Chuck,,Fleischmann,,1962-10-11,M,R,,RepChuck,repchuck,repchuck,412476,95146,123456,21178,N00030815,/m/0ddd54f,H0TN03254,https://fleischmann.house.gov,https://fleischmann.house.gov/rss.xml,,True,0.472,8,2018,1132.0,1.0,0.0,2018-11-17 13:30:24 -0500,ocd-division/country:us/state:tn/cd:3,2410 Rayburn House Office Building,202-225-3271,202-225-3494,TN,0.09,96.64,115,house
F000461,Representative,Rep.,https://api.propublica.org/congress/v1/members/F000461.json,Bill,,Flores,,1954-02-25,M,R,,RepBillFlores,RepBillFlores,RepBillFlores,412480,623540,116906,21182,N00031545,/m/0bs1ntq,H0TX17104,https://flores.house.gov,https://flores.house.gov/news/rss.aspx,,True,0.604,8,2018,1132.0,20.0,0.0,2018-11-17 13:30:23 -0500,ocd-division/country:us/state:tx/cd:17,2440 Rayburn House Office Building,202-225-6105,202-225-0350,TX,1.77,94.6,115,house
F000449,Representative,Rep.,https://api.propublica.org/congress/v1/members/F000449.json,Jeff,,Fortenberry,,1960-12-27,M,R,,JeffFortenberry,jefffortenberry,JeffFortenberry,400640,1013049,41929,20518,N00026631,/m/04fcch,H4NE01064,https://fortenberry.house.gov,https://fortenberry.house.gov/rss.xml,,True,0.299,14,2018,1132.0,29.0,0.0,2018-11-17 13:30:22 -0500,ocd-division/country:us/state:ne/cd:1,1514 Longworth House Office Building,202-225-4806,202-225-5686,NE,2.56,93.2,115,house
F000454,Representative,Rep.,https://api.propublica.org/congress/v1/members/F000454.json,Bill,,Foster,,1955-10-07,M,D,,RepBillFoster,CongressmanBillFoster,RepBillFoster,412257,1027346,101632,20749,N00029139,/m/02rq8nc,H8IL14067,https://foster.house.gov,https://foster.house.gov/rss.xml,,True,-0.225,6,2018,1132.0,15.0,1.0,2018-11-17 13:30:22 -0500,ocd-division/country:us/state:il/cd:11,1224 Longworth House Office Building,202-225-3515,202-225-9420,IL,1.33,93.29,115,house
F000450,Representative,Rep.,https://api.propublica.org/congress/v1/members/F000450.json,Virginia,,Foxx,,1943-06-29,F,R,,VirginiaFoxx,RepVirginiaFoxx,repvirginiafoxx,400643,1013052,6051,20521,N00026166,/m/02b5dz,H4NC05146,https://foxx.house.gov,https://foxx.house.gov/news/rss.aspx,,True,0.641,12,2018,1132.0,0.0,0.0,2018-11-17 13:30:22 -0500,ocd-division/country:us/state:nc/cd:5,2262 Rayburn House Office Building,202-225-2071,202-225-2995,NC,0.0,93.02,115,house
F000462,Representative,Rep.,https://api.propublica.org/congress/v1/members/F000462.json,Lois,,Frankel,,1948-05-16,F,D,,RepLoisFrankel,RepLoisFrankel,reploisfrankel,412529,623714,8102,21321,N00002893,/m/0gjdw8_,H2FL14053,https://frankel.house.gov,,,True,-0.404,6,2018,1132.0,83.0,2.0,2018-11-17 13:30:22 -0500,ocd-division/country:us/state:fl/cd:21,1037 Longworth House Office Building,202-225-9890,561-998-9048,FL,7.33,94.09,115,house
F000448,Representative,Rep.,https://api.propublica.org/congress/v1/members/F000448.json,Trent,,Franks,,1957-06-19,M,R,,RepTrentFranks,TrentFranks,,400141,1003550,28399,20304,N00006423,/m/024p5b,H4AZ04024,https://franks.house.gov/,https://franks.house.gov/rss.xml,,False,0.749,16,2018,673.0,25.0,0.0,2018-11-16 11:31:42 -0500,ocd-division/country:us/state:az/cd:8,2435 Rayburn House Office Building,202-225-4576,202-225-6328,AZ,3.71,95.06,115,house
F000372,Representative,Rep.,https://api.propublica.org/congress/v1/members/F000372.json,Rodney,,Frelinghuysen,,1946-04-29,M,R,,USRepRodney,rfrelinghuysen,RepFrelinghuysen,400142,37781,22177,29541,N00000684,/m/03bktp,H2NJ05014,https://frelinghuysen.house.gov,https://frelinghuysen.house.gov/rss/top-news.xml,,True,0.291,24,2018,1132.0,21.0,0.0,2018-11-17 13:30:23 -0500,ocd-division/country:us/state:nj/cd:11,2306 Rayburn House Office Building,202-225-5034,202-225-3186,NJ,1.86,95.23,115,house
F000455,Representative,Rep.,https://api.propublica.org/congress/v1/members/F000455.json,Marcia,L.,Fudge,,1952-10-29,F,D,,RepMarciaFudge,RepMarciaLFudge,marcialfudge,412327,1030928,110640,20941,N00030490,/m/04n11v9,H8OH11141,https://fudge.house.gov,https://fudge.house.gov/common/rss/index.cfm?rss=25,,True,-0.583,12,2018,1132.0,28.0,2.0,2018-11-17 13:30:22 -0500,ocd-division/country:us/state:oh/cd:11,2344 Rayburn House Office Building,202-225-7032,202-225-1339,OH,2.47,94.2,115,house
G000571,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000571.json,Tulsi,,Gabbard,,1981-04-12,F,D,,TulsiPress,RepTulsiGabbard,tulsipress,412532,1025291,129306,21324,N00033281,/m/0cnyrfq,H2HI02508,https://gabbard.house.gov,,,True,-0.28,6,2018,1132.0,55.0,2.0,2018-11-17 13:30:21 -0500,ocd-division/country:us/state:hi/cd:2,1433 Longworth House Office Building,202-225-4906,202-225-4987,HI,4.86,91.92,115,house
G000578,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000578.json,Matt,,Gaetz,,1982-05-07,M,R,,RepMattGaetz,CongressmanMattGaetz,,412690,104528,117101,21719,N00039503,/m/0s8w2_s,H6FL01119,https://gaetz.house.gov,,,True,0.738,2,2018,1132.0,58.0,0.0,2018-11-17 13:30:21 -0500,ocd-division/country:us/state:fl/cd:1,507 Cannon House Office Building,202-225-4136,,FL,5.12,89.66,115,house
G000579,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000579.json,Mike,,Gallagher,,1984-03-03,M,R,,RepGallagher,RepMikeGallagher,,412731,104067,171843,21720,N00039330,/g/11c5qns1cc,H6WI08155,https://gallagher.house.gov,https://gallagher.house.gov/rss.xml,,True,0.54,2,2018,1132.0,16.0,0.0,2018-11-17 13:30:21 -0500,ocd-division/country:us/state:wi/cd:8,1007 Longworth House Office Building,202-225-5665,,WI,1.41,92.56,115,house
G000574,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000574.json,Ruben,,Gallego,,1979-11-20,M,D,,RepRubenGallego,RepRubenGallego,,412612,77233,123732,21502,N00036097,/m/0wy0mz5,H4AZ07043,https://rubengallego.house.gov,https://rubengallego.house.gov/rss.xml,,True,-0.455,4,2018,1132.0,32.0,2.0,2018-11-17 13:30:22 -0500,ocd-division/country:us/state:az/cd:7,1218 Longworth House Office Building,202-225-4065,,AZ,2.83,94.0,115,house
G000559,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000559.json,John,,Garamendi,,1945-01-24,M,D,,RepGaramendi,repgaramendi,garamendiCA10,412382,18413,29664,20958,N00030856,/m/05fvls,H0CA10149,https://garamendi.house.gov,https://garamendi.house.gov/rss.xml,,True,-0.309,10,2018,1132.0,33.0,2.0,2018-11-17 13:30:21 -0500,ocd-division/country:us/state:ca/cd:3,2438 Rayburn House Office Building,202-225-1880,202-225-5914,CA,2.92,92.72,115,house
G000580,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000580.json,Thomas,,Garrett,,1972-03-27,M,R,,RepTomGarrett,RepGarrett,UC_lWS6tnQPcBPlmD2e99zKw,412729,103625,134493,21721,N00038847,/m/0j_7g_0,H6VA05142,https://tomgarrett.house.gov,https://tomgarrett.house.gov/rss.xml,,True,0.939,2,2018,1132.0,122.0,0.0,2018-11-17 13:30:21 -0500,ocd-division/country:us/state:va/cd:5,415 Cannon House Office Building,202-225-4711,,VA,10.78,91.19,115,house
G000584,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000584.json,Greg,,Gianforte,,1961-04-17,M,R,,,RepGianforte,,412736,104895,168594,21751,N00040733,/m/030pb5p,H8MT01182,https://gianforte.house.gov,https://gianforte.house.gov/rss.xml,https://gianforte.house.gov/contact,True,0.426,2,2018,819.0,9.0,0.0,2018-11-17 13:30:23 -0500,ocd-division/country:us/state:mt/cd:0,1419 Longworth House Office Building,202-225-3211,202-225-5687,MT,1.1,95.68,115,house
G000563,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000563.json,Bob,,Gibbs,,1954-06-14,M,R,,RepBobGibbs,RepBobGibbs,RepBobGibbs,412463,1033844,45466,21165,N00031128,/m/07qwv4,H0OH18077,https://gibbs.house.gov,https://gibbs.house.gov/rss.xml,,True,0.461,8,2018,1132.0,8.0,0.0,2018-11-17 13:30:23 -0500,ocd-division/country:us/state:oh/cd:7,2446 Rayburn House Office Building,202-225-6265,202-225-3394,OH,0.71,96.26,115,house
G000552,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000552.json,Louie,,Gohmert,,1953-08-18,M,R,,RepLouieGohmert,50375006903,GohmertTX01,400651,1011394,50029,20527,N00026148,/m/0490h9,H4TX04039,https://gohmert.house.gov,https://gohmert.house.gov/news/rss.aspx,,True,0.602,14,2018,1132.0,74.0,1.0,2018-11-17 13:30:21 -0500,ocd-division/country:us/state:tx/cd:1,2243 Rayburn House Office Building,202-225-3035,202-226-1230,TX,6.54,91.12,115,house
G000585,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000585.json,Jimmy,,Gomez,,1974-11-25,M,D,,RepJimmyGomez,,,412739,108883,138524,21754,N00040597,/m/0n_73h1,H8CA34266,https://gomez.house.gov,,https://gomez.house.gov/contact,True,-0.613,2,2018,785.0,26.0,1.0,2018-11-17 13:30:22 -0500,ocd-division/country:us/state:ca/cd:34,1226 Longworth House Office Building,202-225-6235,,CA,3.31,93.41,115,house
G000581,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000581.json,Vicente,,Gonzalez,,1967-09-04,M,D,,RepGonzalez,USCongressmanVicenteGonzalez,,412725,103568,166483,21722,N00038809,/g/11c266m1z7,H6TX15162,https://gonzalez.house.gov,https://gonzalez.house.gov/rss.xml,,True,-0.362,2,2018,1132.0,33.0,1.0,2018-11-17 13:30:21 -0500,ocd-division/country:us/state:tx/cd:15,113 Cannon House Office Building,202-225-2531,,TX,2.92,88.17,115,house
G000582,Resident Commissioner,R.C.,https://api.propublica.org/congress/v1/members/G000582.json,Jenniffer,,González-Colón,,1976-08-05,F,R,,repjenniffer,RepJennifferGonzalezColon,,412723,67353,,,N00037615,/m/027s3vf,H6PR00082,https://gonzalez-colon.house.gov,https://gonzalez-colon.house.gov/rss.xml,https://gonzalez-colon.house.gov/contact,True,,2,2020,,,,2018-11-17 13:30:24 -0500,ocd-division/country:us/state:pr/cd:80,1529 Longworth House Office Building,202-225-2615,202-225-2154,PR,,,115,house
G000289,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000289.json,Robert,W.,Goodlatte,,1952-09-22,M,R,,RepGoodlatte,BobGoodlatte,RepBobGoodlatte,400154,27025,27116,39308,N00009154,/m/0284s7,H2VA06115,https://goodlatte.house.gov,,,True,0.496,26,2018,1132.0,12.0,0.0,2018-11-17 13:30:24 -0500,ocd-division/country:us/state:va/cd:6,2309 Rayburn House Office Building,202-225-5431,202-225-9681,VA,1.06,97.32,115,house
G000565,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000565.json,Paul,,Gosar,,1958-11-22,M,R,,RepGosar,repgosar,repgosar,412397,62470,123491,21103,N00030771,/m/0czdqz0,H0AZ01259,https://gosar.house.gov,,,True,0.62,8,2018,1132.0,54.0,0.0,2018-11-17 13:30:21 -0500,ocd-division/country:us/state:az/cd:4,2057 Rayburn House Office Building,202-225-2315,202-226-9739,AZ,4.77,90.07,115,house
G000583,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000583.json,Josh,,Gottheimer,,1975-03-08,M,D,,RepJoshG,RepJoshG,,412714,9275683,169202,21723,N00036944,/g/120x5twv,H6NJ05171,https://gottheimer.house.gov,,,True,-0.134,2,2018,1132.0,16.0,0.0,2018-11-17 13:30:21 -0500,ocd-division/country:us/state:nj/cd:5,213 Cannon House Office Building,202-225-4465,,NJ,1.41,82.53,115,house
G000566,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000566.json,Trey,,Gowdy,,1964-08-22,M,R,,TGowdySC,143059759084016,TGowdySC,412473,9268950,121782,21175,N00030880,/m/0c3x3rz,H0SC04257,https://gowdy.house.gov,https://gowdy.house.gov/rss.xml,,True,0.656,8,2018,1132.0,75.0,0.0,2018-11-17 13:30:24 -0500,ocd-division/country:us/state:sc/cd:4,2418 Rayburn House Office Building,202-225-6030,202-226-1177,SC,6.63,98.2,115,house
G000377,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000377.json,Kay,,Granger,,1943-01-18,F,R,,RepKayGranger,RepKayGranger,RepKayGranger,400157,45709,334,29762,N00008799,/m/03tndx,H6TX12060,https://kaygranger.house.gov,https://kaygranger.house.gov/rss.xml,,True,0.392,22,2018,1132.0,73.0,0.0,2018-11-17 13:30:24 -0500,ocd-division/country:us/state:tx/cd:12,1026 Longworth House Office Building,202-225-5071,202-225-5683,TX,6.45,97.54,115,house
G000546,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000546.json,Sam,,Graves,,1963-11-07,M,R,,RepSamGraves,118514606128,,400158,89873,9425,20124,N00013323,/m/03tnfy,H0MO06073,https://graves.house.gov,https://graves.house.gov/rss.xml,,True,0.432,18,2018,1132.0,92.0,0.0,2018-11-17 13:30:22 -0500,ocd-division/country:us/state:mo/cd:6,1135 Longworth House Office Building,202-225-7041,202-225-8221,MO,8.13,93.65,115,house
G000560,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000560.json,Tom,,Graves,,1970-02-03,M,R,,RepTomGraves,reptomgraves,CongressmanGraves,412388,11519,31969,20962,N00030788,/m/0c02hpl,H0GA09030,https://tomgraves.house.gov,https://tomgraves.house.gov/news/rss.aspx,,True,0.748,10,2018,1132.0,8.0,0.0,2018-11-17 13:30:22 -0500,ocd-division/country:us/state:ga/cd:14,2078 Rayburn House Office Building,202-225-5211,202-225-8272,GA,0.71,93.59,115,house
G000577,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000577.json,Garret,,Graves,,1972-01-31,M,R,,RepGarretGraves,CongressmanGarretGraves,,412631,9274609,155424,21523,N00036135,/m/012bxlbr,H4LA06153,https://garretgraves.house.gov,https://garretgraves.house.gov/rss.xml,,True,0.504,4,2018,1132.0,27.0,0.0,2018-11-17 13:30:22 -0500,ocd-division/country:us/state:la/cd:6,430 Cannon House Office Building,202-225-3901,202-225-7313,LA,2.39,93.94,115,house
G000410,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000410.json,Gene,,Green,,1947-10-17,M,D,,RepGeneGreen,RepGeneGreen,RepGeneGreen,400160,26156,27100,39304,N00005870,/m/03v12k,H2TX29030,https://green.house.gov,https://green.house.gov/rss.xml,,True,-0.324,26,2018,1132.0,41.0,1.0,2018-11-17 13:30:21 -0500,ocd-division/country:us/state:tx/cd:29,2470 Rayburn House Office Building,202-225-1688,202-225-9903,TX,3.62,90.01,115,house
G000553,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000553.json,Al,,Green,,1947-09-01,M,D,,RepAlGreen,repalgreen,RepAlGreen,400653,1012969,49680,20529,N00026686,/m/02kn0_,H4TX09095,https://algreen.house.gov,https://algreen.house.gov/rss.xml,,True,-0.438,14,2018,1132.0,23.0,1.0,2018-11-17 13:30:22 -0500,ocd-division/country:us/state:tx/cd:9,2347 Rayburn House Office Building,202-225-7508,202-225-2947,TX,2.03,94.05,115,house
G000568,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000568.json,Morgan,,Griffith,,1958-03-15,M,R,,RepMGriffith,RepMorganGriffith,RepMorganGriffith,412485,62766,5148,21191,N00032029,/m/025vdrq,H0VA09055,https://morgangriffith.house.gov,https://morgangriffith.house.gov/news/rss.aspx,,True,0.546,8,2018,1132.0,19.0,2.0,2018-11-17 13:30:21 -0500,ocd-division/country:us/state:va/cd:9,2202 Rayburn House Office Building,202-225-3861,202-225-0076,VA,1.68,92.72,115,house
G000551,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000551.json,Raúl,M.,Grijalva,,1948-02-19,M,D,,RepraulGrijalva,Rep.Grijalva,raulgrijalvaaz07,400162,1003551,28253,20305,N00025284,/m/024s1z,H2AZ07070,https://grijalva.house.gov,https://grijalva.house.gov/common/rss/?rss=13,,True,-0.599,16,2018,1132.0,81.0,3.0,2018-11-17 13:30:23 -0500,ocd-division/country:us/state:az/cd:3,1511 Longworth House Office Building,202-225-2435,202-225-1541,AZ,7.16,94.77,115,house
G000576,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000576.json,Glenn,,Grothman,,1955-07-03,M,R,,RepGrothman,RepGrothman,,412661,77282,3493,21559,N00036409,/m/02pnsk2,H4WI06048,https://grothman.house.gov,,,True,0.61,4,2018,1132.0,35.0,0.0,2018-11-17 13:30:22 -0500,ocd-division/country:us/state:wi/cd:6,1217 Longworth House Office Building,202-225-2476,202-225-2356,WI,3.09,94.07,115,house
G000558,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000558.json,Brett,,Guthrie,,1964-02-18,M,R,,RepGuthrie,,BrettGuthrie,412278,1031343,18829,20916,N00029675,/m/0411qqt,H8KY02031,https://guthrie.house.gov,https://guthrie.house.gov/common/rss/?rss=24,,True,0.413,10,2018,1132.0,6.0,0.0,2018-11-17 13:30:24 -0500,ocd-division/country:us/state:ky/cd:2,2434 Rayburn House Office Building,202-225-3501,202-226-2019,KY,0.53,98.22,115,house
G000535,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000535.json,Luis,V.,Gutiérrez,,1953-12-10,M,D,,LuisGutierrez,RepGutierrez,repluisgutierrez,400163,23476,26841,29348,N00004874,/m/0256d5,H2IL08039,https://gutierrez.house.gov,https://gutierrez.house.gov/rss.xml,,True,-0.487,26,2018,1132.0,218.0,1.0,2018-11-17 13:30:21 -0500,ocd-division/country:us/state:il/cd:4,2408 Rayburn House Office Building,202-225-8203,202-225-7810,IL,19.26,92.56,115,house
H001050,Representative,Rep.,https://api.propublica.org/congress/v1/members/H001050.json,Colleen,,Hanabusa,,1951-05-04,F,D,,RepHanabusa,169979129710178,rephanabusa,412418,61258,17745,21124,N00025881,/m/03cwzgv,H2HI02110,https://hanabusa.house.gov,https://hanabusa.house.gov/rss.xml,,True,-0.37,4,2018,1132.0,108.0,1.0,2018-11-17 13:30:22 -0500,ocd-division/country:us/state:hi/cd:1,422 Cannon House Office Building,202-225-2726,202-225-0688,HI,9.54,94.14,115,house
H001078,Representative,Rep.,https://api.propublica.org/congress/v1/members/H001078.json,Karen,,Handel,,1962-04-18,F,R,,RepKHandel,,,412737,1026745,69553,21752,N00035477,/m/0f9kbx,H8GA06286,https://handel.house.gov,,https://handel.house.gov/contact,True,0.499,2,2018,807.0,0.0,0.0,2018-11-17 13:30:24 -0500,ocd-division/country:us/state:ga/cd:6,1211 Longworth House Office Building,202-225-4501,,GA,0.0,97.89,115,house
H001045,Representative,Rep.,https://api.propublica.org/congress/v1/members/H001045.json,Gregg,,Harper,,1956-06-01,M,R,,GreggHarper,GreggHarper,congressmanharper,412280,1031347,101985,20925,N00029632,/m/0406s7r,H8MS03067,https://harper.house.gov,https://harper.house.gov/feed/,,True,0.384,10,2018,1132.0,43.0,0.0,2018-11-17 13:30:24 -0500,ocd-division/country:us/state:ms/cd:3,2227 Rayburn House Office Building,202-225-5031,202-225-5797,MS,3.8,97.34,115,house
H001052,Representative,Rep.,https://api.propublica.org/congress/v1/members/H001052.json,Andy,,Harris,,1957-01-25,M,R,,RepAndyHarrisMD,AndyHarrisMD,RepAndyHarris,412434,1033464,19157,21139,N00029147,/m/02852wc,H8MD01094,https://harris.house.gov,https://harris.house.gov/rss.xml,,True,0.607,8,2018,1132.0,29.0,0.0,2018-11-17 13:30:23 -0500,ocd-division/country:us/state:md/cd:1,1533 Longworth House Office Building,202-225-5311,202-225-0254,MD,2.56,94.47,115,house
H001053,Representative,Rep.,https://api.propublica.org/congress/v1/members/H001053.json,Vicky,,Hartzler,,1960-10-13,F,R,,RepHartzler,Congresswoman.Hartzler,repvickyhartzler,412444,95050,8783,21149,N00031005,/m/09v2dv4,H0MO04086,https://hartzler.house.gov,https://hartzler.house.gov/rss.xml,,True,0.496,8,2018,1132.0,22.0,0.0,2018-11-17 13:30:23 -0500,ocd-division/country:us/state:mo/cd:4,2235 Rayburn House Office Building,202-225-2876,202-225-0148,MO,1.94,96.13,115,house
H000324,Representative,Rep.,https://api.propublica.org/congress/v1/members/H000324.json,Alcee,L.,Hastings,,1936-09-05,M,D,,RepHastingsFL,95696782238,RepAlceeHastings,400170,1858,26798,29337,N00002884,/m/02534d,H2FL23021,https://alceehastings.house.gov,https://alceehastings.house.gov/news/rss.aspx,,True,-0.564,26,2018,1132.0,22.0,1.0,2018-11-17 13:30:22 -0500,ocd-division/country:us/state:fl/cd:20,2353 Rayburn House Office Building,202-225-1313,202-225-1171,FL,1.94,93.6,115,house
H001064,Representative,Rep.,https://api.propublica.org/congress/v1/members/H001064.json,Denny,,Heck,,1952-07-29,M,D,,RepDennyHeck,CongressmanDennyHeck,RepDennyHeck,412584,9269006,126058,21369,N00031557,/m/075stz,H0WA03161,https://dennyheck.house.gov,https://dennyheck.house.gov/rss.xml,,True,-0.313,6,2018,1132.0,3.0,2.0,2018-11-17 13:30:22 -0500,ocd-division/country:us/state:wa/cd:10,425 Cannon House Office Building,202-225-9740,202-225-0129,WA,0.27,93.18,115,house
H001036,Representative,Rep.,https://api.propublica.org/congress/v1/members/H001036.json,Jeb,,Hensarling,,1957-05-29,M,R,,RepHensarling,RepHensarling,repjebhensarling,400175,1003619,49827,20352,N00024922,/m/0h23n6,H2TX05121,https://hensarling.house.gov,https://hensarling.house.gov/rss.xml,,True,0.703,16,2018,1132.0,16.0,0.0,2018-11-17 13:30:24 -0500,ocd-division/country:us/state:tx/cd:5,2228 Rayburn House Office Building,202-225-3484,202-226-4888,TX,1.41,97.49,115,house
H001082,Representative,Rep.,https://api.propublica.org/congress/v1/members/H001082.json,Kevin,,Hern,,1961-12-04,M,R,,,,,412748,,,,,/g/11f0sxb0px,,https://hern.house.gov/,,,True,,2,,4.0,0.0,0.0,2018-11-17 13:30:24 -0500,ocd-division/country:us/state:ok/cd:1,,,,OK,0.0,100.0,115,house
H001056,Representative,Rep.,https://api.propublica.org/congress/v1/members/H001056.json,Jaime,,Herrera Beutler,,1978-11-03,F,R,,HerreraBeutler,herrerabeutler,RepHerreraBeutler,412486,95198,101907,21187,N00031559,/m/0cz8yx2,H0WA03187,https://herrerabeutler.house.gov,https://herrerabeutler.house.gov/news/rss.aspx,,True,0.38,8,2018,1132.0,13.0,0.0,2018-11-17 13:30:21 -0500,ocd-division/country:us/state:wa/cd:3,1107 Longworth House Office Building,202-225-3536,202-225-3478,WA,1.15,91.69,115,house
H001071,Representative,Rep.,https://api.propublica.org/congress/v1/members/H001071.json,Jody,,Hice,,1960-04-22,M,R,,congressmanhice,CongressmanJodyHice,,412623,94974,122246,21514,N00032243,/m/0640dpx,H0GA07125,https://hice.house.gov,,,True,0.734,4,2018,1132.0,17.0,0.0,2018-11-17 13:30:21 -0500,ocd-division/country:us/state:ga/cd:10,324 Cannon House Office Building,202-225-4101,202-226-0776,GA,1.5,92.74,115,house
H001038,Representative,Rep.,https://api.propublica.org/congress/v1/members/H001038.json,Brian,,Higgins,,1959-10-06,M,D,,RepBrianHiggins,RepBrianHiggins,CongressmanHiggins,400641,1013050,23127,20519,N00027060,/m/04fc7g,H4NY27076,https://higgins.house.gov,https://higgins.house.gov/rss.xml,,True,-0.346,12,2018,1132.0,40.0,1.0,2018-11-17 13:30:23 -0500,ocd-division/country:us/state:ny/cd:26,2459 Rayburn House Office Building,202-225-3306,202-226-0347,NY,3.53,94.78,115,house
H001077,Representative,Rep.,https://api.propublica.org/congress/v1/members/H001077.json,Clay,,Higgins,,1961-08-24,M,R,,RepClayHiggins,,,412705,106094,174484,21724,N00039953,/g/11c1s3lp76,H6LA03148,https://clayhiggins.house.gov,https://clayhiggins.house.gov/rss.xml,,True,0.528,2,2018,1132.0,38.0,0.0,2018-11-17 13:30:24 -0500,ocd-division/country:us/state:la/cd:3,1711 Longworth House Office Building,202-225-2031,,LA,3.36,97.9,115,house
H001072,Representative,Rep.,https://api.propublica.org/congress/v1/members/H001072.json,French,,Hill,,1956-12-05,M,R,,RepFrenchHill,RepFrenchHill,,412609,9265172,146290,21503,N00035792,/m/0127p1zk,H4AR02141,https://hill.house.gov,https://hill.house.gov/rss.xml,,True,0.471,4,2018,1132.0,14.0,0.0,2018-11-17 13:30:23 -0500,ocd-division/country:us/state:ar/cd:2,1229 Longworth House Office Building,202-225-2506,202-225-5903,AR,1.24,95.44,115,house
H001047,Representative,Rep.,https://api.propublica.org/congress/v1/members/H001047.json,Jim,,Himes,,1966-07-05,M,D,,JAHimes,CongressmanJimHimes,congressmanhimes,412282,1031341,106744,20907,N00029070,/m/03w9x9v,H8CT04172,https://himes.house.gov,https://himes.house.gov/rss.xml,,True,-0.241,10,2018,1132.0,21.0,1.0,2018-11-17 13:30:21 -0500,ocd-division/country:us/state:ct/cd:4,1227 Longworth House Office Building,202-225-5541,202-225-9629,CT,1.86,91.72,115,house
H001065,Representative,Rep.,https://api.propublica.org/congress/v1/members/H001065.json,George,,Holding,,1968-04-17,M,R,,RepHolding,CongressmanGeorgeHolding,repholding,412553,623728,136462,21349,N00033399,/m/0hgp6py,H2NC13110,https://holding.house.gov,,,True,0.657,6,2018,1132.0,22.0,0.0,2018-11-17 13:30:22 -0500,ocd-division/country:us/state:nc/cd:2,1110 Longworth House Office Building,202-225-3032,919-782-4490,NC,1.94,94.23,115,house
H001074,Representative,Rep.,https://api.propublica.org/congress/v1/members/H001074.json,Trey,,Hollingsworth,,1983-09-12,M,R,,reptrey,reptrey,,412703,104247,167423,21725,N00038429,/g/11cnt8qr9t,H6IN09176,https://hollingsworth.house.gov,,,True,0.469,2,2018,1132.0,29.0,0.0,2018-11-17 13:30:23 -0500,ocd-division/country:us/state:in/cd:9,1641 Longworth House Office Building,202-225-5315,,IN,2.56,95.65,115,house
H000874,Representative,Rep.,https://api.propublica.org/congress/v1/members/H000874.json,Steny,H.,Hoyer,,1939-06-14,M,D,Minority Whip,WhipHoyer,WhipHoyer,LeaderHoyer,400189,1919,26890,14873,N00001821,/m/025k5p,H2MD05155,https://hoyer.house.gov,https://hoyer.house.gov/rss/press-releases.xml,https://hoyer.house.gov/email-steny/,True,-0.38,38,2018,1132.0,60.0,1.0,2018-11-17 13:30:23 -0500,ocd-division/country:us/state:md/cd:5,1705 Longworth House Office Building,202-225-4131,202-225-4300,MD,5.3,95.52,115,house
H001067,Representative,Rep.,https://api.propublica.org/congress/v1/members/H001067.json,Richard,,Hudson,,1971-11-04,M,R,,RepRichHudson,RepRichHudson,RepRichHudson,412550,79622,136448,21346,N00033630,/m/0nbwfxs,H2NC08185,https://hudson.house.gov,https://hudson.house.gov/rss/press-releases.xml,,True,0.672,6,2018,1132.0,61.0,0.0,2018-11-17 13:30:22 -0500,ocd-division/country:us/state:nc/cd:8,429 Cannon House Office Building,202-225-3715,704-782-1004,NC,5.39,93.84,115,house
